,State,School,Abbreviation,Type,Email,Size,Website,Address,Notes
1778,CA,Feather River Community College District,FRCCD,Community,,2058,"=HYPERLINK(""https://www.frc.edu"",""LINK"")","570 Golden Eagle Ave, Quincy, CA 95971",
1779,TN,The University Of Tennessee-Knoxville,UT,Community,,29460,"=HYPERLINK(""https://www.utk.edu"",""LINK"")","527 Andy Holt Tower, Knoxville, TN 37996",
1780,FL,Embry-Riddle Aeronautical University-Daytona Beach,EAUB,Private,,7056,"=HYPERLINK(""https://www.daytonabeach.erau.edu/"",""LINK"")","1 Aerospace Blvd., Daytona Beach, FL 32114",
1781,FL,Fort Pierce Beauty Academy,FPBA,Public,,33,"=HYPERLINK(""https://www.fpbeauty.com"",""LINK"")","3028 S Us 1, Fort Pierce, FL 34982",
1782,KY,Barrett And Company School Of Hair Design,BCSHD,Public,,43,"=HYPERLINK(""https://www.barrett.edu/"",""LINK"")","973 Kimberly Sq South Main St. Kimberly Square, Nicholasville, KY 40356",
1783,KY,Madisonville Community College,MCC,Community,,3737,"=HYPERLINK(""https://www.madisonville.kctcs.edu/"",""LINK"")","2000 College Drive, Madisonville, KY 42431",
1784,KY,Murray State University,MSU,Community,,9556,"=HYPERLINK(""https://www.murraystate.edu"",""LINK"")","218 Wells Hall, Murray, KY 42071",
1785,GA,Miami Ad School-Atlanta,MAS,Public,,56,"=HYPERLINK(""https://www.miamiadschool.com/advertising-school/atlanta"",""LINK"")","125 Bennett St Nw, Atlanta, GA 30309",
1786,HI,Leeward Community College,LCC,Community,,6568,"=HYPERLINK(""https://www.leeward.hawaii.edu"",""LINK"")","96-045 Ala Ike, Pearl City, HI 96782",
1787,IN,Tricoci University Of Beauty Culture-Highland,TUBC,Public,,209,"=HYPERLINK(""https://www.tricociuniversity.edu"",""LINK"")","2549 Highway Ave, Highland, IN 46322",
1788,NE,Concordia University-Nebraska,CU,Private,,2703,"=HYPERLINK(""https://www.cune.edu"",""LINK"")","800 N Columbia Ave, Seward, NE 68434",
1789,NY,Le Moyne College,LMC,Private,,3326,"=HYPERLINK(""https://www.lemoyne.edu"",""LINK"")","1419 Salt Springs Rd, Syracuse, NY 13214",
1790,NY,St. Joseph'S College Of Nursing,SJCN,Private,,337,"=HYPERLINK(""https://www.sjhcon.edu"",""LINK"")","206 Prospect Ave, Syracuse, NY 13203",
1791,NY,Suny College Of Technology At Canton,SCTC,Community,,3223,"=HYPERLINK(""https://www.canton.edu"",""LINK"")","34 Cornell Drive, Canton, NY 13617",
1792,OH,National Beauty College,NBC,Public,,101,"=HYPERLINK(""https://www.nationalbc.com"",""LINK"")","4642 Cleveland Ave Nw, Canton, OH 44709",
1793,PR,Liceo De Arte Y Tecnologia,LDAYT,Public,,1014,"=HYPERLINK(""https://www.liceo.edu"",""LINK"")","405 Ponce De Leon Ave., San Juan, PR 917",
1794,PR,Inter American University Of Puerto Rico-School Of Optometry,IAUPRO,Private,,221,"=HYPERLINK(""https://www.optonet.inter.edu/"",""LINK"")","500 John Will Harris Avenue, Bayamon, PR 957",
1795,OR,Pacific Northwest College Of Art,PNCA,Private,,650,"=HYPERLINK(""https://www.pnca.edu"",""LINK"")","511 Nw Broadway, Portland, OR 97209",
1796,PA,Empire Beauty School-Harrisburg,EBS,Public,,120,"=HYPERLINK(""https://www.empire.edu"",""LINK"")","3941 Jonestown Rd, Harrisburg, PA 17109",
1797,PW,Palau Community College,PCC,Community,,444,"=HYPERLINK(""https://www.pcc.palau.edu/"",""LINK"")","9Th Madalaii Hamlet, Koror, PW 96940",
1798,OR,Oregon College Of Oriental Medicine,OCOM,Private,,229,"=HYPERLINK(""https://www.ocom.edu"",""LINK"")","75 Nw Couch, Portland, OR 97209",
1799,PR,Monteclaro Escuela De Hoteleria Y Artes Culinarias,MEDHYAC,Private,,16,"=HYPERLINK(""https://www.monteclaro.edu"",""LINK"")","Carr. 955 Km. 4.8 Barrio Palmer, Rio Grande, PR 745",
1800,FL,Taylor College,TC,Public,,142,"=HYPERLINK(""https://www.taylorcollege.edu"",""LINK"")","5190 Se 125Th Street, Belleview, FL 34420",
1801,IL,Hair Professionals School Of Cosmetology,HPSC,Public,,130,"=HYPERLINK(""https://www.hairpros.edu"",""LINK"")","5460 U.S. Highway 34, Oswego, IL 60543",
1802,NJ,Rutgers University-Camden,RU,Community,,7233,"=HYPERLINK(""https://www.camden.rutgers.edu/"",""LINK"")","406 Penn, Camden, NJ 8102",
1803,NJ,Joe Kubert School Of Cartoon And Graphic Art,JKSCGA,Public,,86,"=HYPERLINK(""https://www.kubertschool.edu"",""LINK"")","37 Myrtle Ave, Dover, NJ 7801",
1804,NY,Machzikei Hadath Rabbinical College,MHRC,Private,,138,"=HYPERLINK(""https://www.mhrc.edu"",""LINK"")","5407 16Th Ave, Brooklyn, NY 11204",
1805,NY,Ithaca College,IC,Private,,6266,"=HYPERLINK(""https://www.ithaca.edu"",""LINK"")","953 Danby Road, Ithaca, NY 14850",
1806,SC,Morris College,MC,Private,,600,"=HYPERLINK(""https://www.morris.edu"",""LINK"")","100 West College Street, Sumter, SC 29150",
1807,FL,Edward Waters College,EWC,Private,,3085,"=HYPERLINK(""https://www.ewc.edu"",""LINK"")","1658 Kings Rd, Jacksonville, FL 32209",
1808,LA,Southern University At New Orleans,SUNO,Community,,2309,"=HYPERLINK(""https://www.suno.edu"",""LINK"")","6400 Press Drive, New Orleans, LA 70126",
1809,LA,South Central Louisiana Technical College,SCLTC,Community,,N/A,"=HYPERLINK(""https://www.scl.edu"",""LINK"")","900 Youngs Road, Morgan City, LA 70380",
1810,MA,Rob Roy Academy-Taunton,RRA,Public,,32,"=HYPERLINK(""https://www.rob-roy.com"",""LINK"")","1 School St, Taunton, MA 2780",
1811,MO,Covenant Theological Seminary,CTS,Private,,522,"=HYPERLINK(""https://www.covenantseminary.edu"",""LINK"")","12330 Conway Road, Saint Louis, MO 63141",
1812,MA,Salter College-West Boylston,SCB,Public,,N/A,"=HYPERLINK(""https://www.salter.edu"",""LINK"")","184 West Boylston Street, West Boylston, MA 1583",
1813,NY,Manhattan College,MC,Private,,4117,"=HYPERLINK(""https://www.manhattan.edu"",""LINK"")","4513 Manhattan College Parkway, Riverdale, NY 10471",
1814,NY,Schenectady County Community College,SCCC,Community,,4732,"=HYPERLINK(""https://www.sunysccc.edu"",""LINK"")","78 Washington Avenue, Schenectady, NY 12305",
1815,AL,Auburn University,AU,Community,,30460,"=HYPERLINK(""https://www.auburn.edu"",""LINK"")","Not Available, Auburn, AL 36849",
1816,AL,Judson College,JC,Private,,250,"=HYPERLINK(""https://www.judson.edu"",""LINK"")","302 Bibb St, Marion, AL 36756",
1817,AR,University Of The Ozarks,UO,Private,,824,"=HYPERLINK(""https://www.ozarks.edu"",""LINK"")","415 N College Ave, Clarksville, AR 72830",
1818,LA,Nunez Community College,NCC,Community,,2122,"=HYPERLINK(""https://www.nunez.edu"",""LINK"")","3710 Paris Rd, Chalmette, LA 70043",
1819,FL,Schiller International University,SIU,Public,,9,"=HYPERLINK(""https://www.schiller.edu"",""LINK"")","8560 Ulmerton Road, Largo, FL 33771",
1820,GA,Georgia Piedmont Technical College,GPTC,Community,,3406,"=HYPERLINK(""https://www.gptc.edu"",""LINK"")","495 N Indian Creek Dr, Clarkston, GA 30021",
1821,IA,Wartburg College,WC,Private,,1505,"=HYPERLINK(""https://www.wartburg.edu"",""LINK"")","100 Wartburg Blvd., Waverly, IA 50677",
1822,WV,Cabell County Career Technology Center,CCCTC,Community,,104,"=HYPERLINK(""https://www.ctc.cabellschools.com/"",""LINK"")","1035 Norway Ave, Huntington, WV 25705",
1823,SC,Platt College-Miller-Motte Technical-Charleston,PCT,Public,,411,"=HYPERLINK(""https://www.miller-motte.edu"",""LINK"")","8085 Rivers Ave., Ste E, Charleston, SC 29418",
1824,OR,Institute Of Technology,IT,Public,,339,"=HYPERLINK(""https://www.iot.edu"",""LINK"")","4700 Silverton Road Ne, Salem, OR 97305",
1825,IL,Pacific College Of Health Science-Chicago,PCHS,Public,,188,"=HYPERLINK(""https://www.PacificCollege.edu"",""LINK"")","65 East Wacker Place, 21St Fl, Chicago, IL 60601",
1826,CO,Colorado Media School,CMS,Public,,139,"=HYPERLINK(""https://www.beonair.com"",""LINK"")","404 South Upham St., Lakewood, CO 80226",
1827,CA,Stellar Career College,SCC,Public,,32,"=HYPERLINK(""https://www.stellarcollege.edu"",""LINK"")","4300 Sisk Rd, Modesto, CA 95356",
1828,UT,Stevens-Henager College,SC,Private,,34,"=HYPERLINK(""https://www.stevenshenager.edu/"",""LINK"")","755 S Main St, Logan, UT 84321",
1829,OK,Carl Albert State College,CASC,Community,,1916,"=HYPERLINK(""https://www.carlalbert.edu"",""LINK"")","1507 S Mckenna, Poteau, OK 74953",
1830,PA,Pennsylvania State University-Penn State Mont Alto,PSUSMA,Community,,N/A,"=HYPERLINK(""https://www.montalto.psu.edu/"",""LINK"")","1 Campus Drive, Mont Alto, PA 17237",
1831,CA,California State University-Fullerton,CSU,Community,,40445,"=HYPERLINK(""https://www.fullerton.edu"",""LINK"")","800 N State College Blvd, Fullerton, CA 92831",
1832,IL,Greenville University,GU,Private,,1092,"=HYPERLINK(""https://www.greenville.edu"",""LINK"")","315 E. College Ave, Greenville, IL 62246",
1833,OH,Choffin Career And Technical Center,CCTC,Community,,72,"=HYPERLINK(""https://www.choffinctc.com/adult-education/"",""LINK"")","200 E Wood St., Youngstown, OH 44503",
1834,TX,Paul Mitchell The School-Houston,PMS,Public,,418,"=HYPERLINK(""https://www.paulmitchell.edu/houston"",""LINK"")","10516 Katy Fwy, Suite A, Houston, TX 77043",
1835,CO,Avalon School Of Cosmetology-Aurora,ASC,Public,,130,"=HYPERLINK(""https://www.xenonacademy.net"",""LINK"")","2231 S Peoria Street, Aurora, CO 80014",
1836,OH,Alliance Career Center,ACC,Community,,55,"=HYPERLINK(""https://www.accrtw.org"",""LINK"")","500 Glamorgan St., Alliance, OH 44601",
1837,OH,Ohio State School Of Cosmetology,OSSC,Public,,N/A,"=HYPERLINK(""https://www.salonschools.ohiostate.edu"",""LINK"")","137 E. Center Street, Marion, OH 43302",
1838,CA,Beaumont Adult School,BAS,Community,,88,"=HYPERLINK(""https://www.bas.beaumontusd.us/"",""LINK"")","1575 Cherry Ave, Beaumont, CA 92223",
1839,CA,American Baptist Seminary Of The West,ABSW,Private,,39,"=HYPERLINK(""https://www.absw.edu"",""LINK"")","2606 Dwight Way, Berkeley, CA 94704",
1840,CA,International School Of Beauty Inc,ISBI,Public,,143,"=HYPERLINK(""https://www.btyschool.com/"",""LINK"")","72261 Hwy 111 Ste 121-B, Palm Desert, CA 92260",
1841,GA,Life University,LU,Private,,2724,"=HYPERLINK(""https://www.life.edu"",""LINK"")","1269 Barclay Circle, Marietta, GA 30060",
1842,IA,Western Iowa Tech Community College,WITCC,Community,,5976,"=HYPERLINK(""https://www.witcc.edu"",""LINK"")","4647 Stone Ave, Sioux City, IA 51102",
1843,ID,Lewis-Clark State College,LSC,Community,,3748,"=HYPERLINK(""https://www.lcsc.edu"",""LINK"")","500 8Th Ave, Lewiston, ID 83501",
1844,WV,Glenville State College,GSC,Community,,1575,"=HYPERLINK(""https://www.glenville.edu"",""LINK"")","200 High Street, Glenville, WV 26351",
1845,LA,Southern University-Board And System,SUS,Community,,N/A,"=HYPERLINK(""https://www.sus.edu"",""LINK"")","Js Clark Admin Bldg 4Th Floor, Baton Rouge, LA 70813",
1846,MO,Lake Career And Technical Center,LCTC,Community,,9,"=HYPERLINK(""https://www.lctc.camdentonschools.org/"",""LINK"")","269 Dare Blvd., Camdenton, MO 65020",
1847,CA,Los Angeles Southwest College,LASC,Community,,6409,"=HYPERLINK(""https://www.lasc.edu"",""LINK"")","1600 W. Imperial Hwy., Los Angeles, CA 90047",
1848,AL,George C Wallace State Community College-Selma,GCWSCC,Community,,1529,"=HYPERLINK(""https://www.wccs.edu"",""LINK"")","3000 Earl Goodwin Parkway, Selma, AL 36703",
1849,CO,Western Colorado University,WCU,Community,,3487,"=HYPERLINK(""https://www.western.edu"",""LINK"")","1 Western Way, Gunnison, CO 81231",
1850,GA,Gordon State College,GSC,Community,,3495,"=HYPERLINK(""https://www.gordonstate.edu"",""LINK"")","419 College Dr, Barnesville, GA 30204",
1851,OR,Tillamook Bay Community College,TBCC,Community,,521,"=HYPERLINK(""https://www.tillamookbaycc.edu/"",""LINK"")","4301 Third St., Tillamook, OR 97141",
1852,UT,Snow College,SC,Community,,5383,"=HYPERLINK(""https://www.snow.edu"",""LINK"")","150 E College Ave, Ephraim, UT 84627",
1853,CO,University Of Denver,UD,Private,,12931,"=HYPERLINK(""https://www.du.edu"",""LINK"")","2199 S. University Blvd, Denver, CO 80208",
1854,TX,Brookhaven College,BC,Community,,13718,"=HYPERLINK(""https://www.brookhavencollege.edu/"",""LINK"")","3939 Valley View Ln, Farmers Branch, TX 75244",
1855,TX,Southwestern Assemblies Of God University,SAGU,Private,,2050,"=HYPERLINK(""https://www.sagu.edu"",""LINK"")","1200 Sycamore, Waxahachie, TX 75165",
1856,TX,The University Of Texas Medical Branch At Galveston,UTMBG,Community,,3354,"=HYPERLINK(""https://www.utmb.edu"",""LINK"")","301 University Blvd, Galveston, TX 77555",
1857,WI,Waukesha County Technical College,WCTC,Community,,7467,"=HYPERLINK(""https://www.wctc.edu"",""LINK"")","800 Main Street, Pewaukee, WI 53072",
1858,MI,Ross Medical Education Center-Ann Arbor,RMECA,Public,,58,"=HYPERLINK(""https://www.rosseducation.edu"",""LINK"")","4741 Washtenaw Ave, Ann Arbor, MI 48108",
1859,PR,Institucion Chaviano De Mayaguez,ICDM,Public,,71,"=HYPERLINK(""https://www.mayaguezinstituteoftechnology.com"",""LINK"")","Calle Ramos Antonini #116 Este, Mayaguez, PR 680",
1860,TX,Texas Health And Science University,THSU,Public,,89,"=HYPERLINK(""https://www.thsu.edu"",""LINK"")","4005 Manchaca Rd, Austin, TX 78704",
1861,MA,Empire Beauty School-Framingham,EBS,Public,,6,"=HYPERLINK(""https://www.empire.edu"",""LINK"")","624 Worcester Rd, Framingham, MA 1702",
1862,FL,Ave Maria School Of Law,AMSL,Private,,270,"=HYPERLINK(""https://www.avemarialaw.edu"",""LINK"")","1025 Commons Circle, Naples, FL 34119",
1863,NE,Doane University-Graduate And Professional Studies,DUPS,Private,,N/A,"=HYPERLINK(""https://www.doane.edu"",""LINK"")","303 N 52Nd St, Lincoln, NE 68504",
1864,NC,Southeastern Institute-Charlotte,SI,Public,,364,"=HYPERLINK(""https://www.southeasterninstitute.com"",""LINK"")","5250 Seventy-Seven Center Drive, Suite 100, Charlotte, NC 28217",
1865,CA,Salon Success Academy-Riverside,SSA,Public,,92,"=HYPERLINK(""https://www.gotobeautyschool.com"",""LINK"")","6780 Indiana Ave. Ste #200, Riverside, CA 92506",
1866,CA,Pacific States University,PSU,Private,,28,"=HYPERLINK(""https://www.psuca.edu"",""LINK"")","3424 Wilshire Blvd. 12Th Floor, Los Angeles, CA 90010",
1867,CO,Collegeamerica-Fort Collins,CC,Private,,85,"=HYPERLINK(""https://www.collegeamerica.edu"",""LINK"")","4601 South Mason St, Fort Collins, CO 80525",
1868,MI,Carnegie Institute,CI,Public,,129,"=HYPERLINK(""https://www.carnegie-institute.edu"",""LINK"")","550 Stephenson Hwy Suite 100, Troy, MI 48083",
1869,MO,Neosho Beauty College,NBC,Public,,36,"=HYPERLINK(""https://www.neoshobeautycollege.com"",""LINK"")","116 N Wood St, Neosho, MO 64850",
1870,MT,Highlands College Of Montana Tech,HCMT,Community,,707,"=HYPERLINK(""https://www.mtech.edu/"",""LINK"")","25 Basin Creek Rd, Butte, MT 59701",
1871,CA,Capstone College,CC,Public,,59,"=HYPERLINK(""https://www.capstonecollege.edu/"",""LINK"")","1200 N. Fair Oaks Ave Suite 32, Pasadena, CA 91103",
1872,HI,Brigham Young University-Hawaii,BYU,Private,,3096,"=HYPERLINK(""https://www.byuh.edu/"",""LINK"")","55-220 Kulanui Street, Laie, HI 96762",
1873,IL,Blessing Rieman College Of Nursing And Health Sciences,BRCNHS,Private,,182,"=HYPERLINK(""https://www.brcn.edu"",""LINK"")","3609 North Marx Drive, Quincy, IL 62305",
1874,IL,Christian Life College,CLC,Private,,N/A,"=HYPERLINK(""https://www.christianlifecollege.edu"",""LINK"")","400 E Gregory St, Mount Prospect, IL 60056",
1875,NJ,Lincoln Technical Institute-Union,LTI,Public,,1427,"=HYPERLINK(""https://www.lincolntech.edu/campus/union-nj"",""LINK"")","2299 Vauxhall Rd, Union, NJ 7083",
1876,IN,Taylor Institute Of Cosmetology,TIC,Public,,42,"=HYPERLINK(""https://www.kbc.edu"",""LINK"")","320 E Culver Rd, Knox, IN 46534",
1877,NY,College Of Mount Saint Vincent,CMSV,Private,,2077,"=HYPERLINK(""https://www.mountsaintvincent.edu"",""LINK"")","6301 Riverdale Ave, Bronx, NY 10471",
1878,PA,Pennsylvania Institute Of Technology,PIT,Private,,374,"=HYPERLINK(""https://www.pit.edu"",""LINK"")","800 Manchester Ave, Media, PA 19063",
1879,PA,Missio Theological Seminary,MTS,Private,,202,"=HYPERLINK(""https://www.missio.edu"",""LINK"")","421 N. 7Th Street, Suite 700, Philadelphia, PA 19123",
1880,PA,Harcum College,HC,Private,,1363,"=HYPERLINK(""https://www.harcum.edu"",""LINK"")","750 Montgomery Ave, Bryn Mawr, PA 19010",
1881,TN,Pentecostal Theological Seminary,PTS,Private,,455,"=HYPERLINK(""https://www.ptseminary.edu/"",""LINK"")","900 Walker St Ne, Cleveland, TN 37320",
1882,WA,Northwest University,NU,Private,,1339,"=HYPERLINK(""https://www.northwestu.edu"",""LINK"")","5520 108Th Ave Ne, Kirkland, WA 98083",
1883,WA,Perry Technical Institute,PTI,Private,,954,"=HYPERLINK(""https://www.perrytech.edu/"",""LINK"")","2011 W Washington Ave., Yakima, WA 98903",
1884,NY,Manhattanville College,MC,Private,,2535,"=HYPERLINK(""https://www.mville.edu"",""LINK"")","2900 Purchase St, Purchase, NY 10577",
1885,RI,College Unbound,CU,Private,,163,"=HYPERLINK(""https://www.collegeunbound.org"",""LINK"")","325 Public Street, Providence, RI 2905",
1886,OH,Valley College-Cleveland,VC,Public,,54,"=HYPERLINK(""https://www.valley.edu"",""LINK"")","8700 Brookpark Road, Cleveland, OH 44129",
1887,WA,Toni & Guy Hairdressing Academy-Shoreline,TGHA,Public,,41,"=HYPERLINK(""https://www.toniguy.edu"",""LINK"")","18336 Aurora Ave. North Suite 103, Shoreline, WA 98133",
1888,GA,Reformed University,RU,Private,,166,"=HYPERLINK(""https://www.runiv.edu"",""LINK"")","1724 Atkinson Road, Lawrenceville, GA 30043",
1889,PA,Pennsylvania College Of Health Sciences,PCHS,Private,,1811,"=HYPERLINK(""https://www.pacollege.edu/"",""LINK"")","850 Greenfield Road, Lancaster, PA 17601",
1890,NY,Yeshiva Kollel Tifereth Elizer,YKTE,Private,,128,"=HYPERLINK(""https://www.yeshivakolleltiferethelizer.com"",""LINK"")","1227 47Th Street, Brooklyn, NY 11219",
1891,NM,Toni & Guy Hairdressing Academy-Rio Rancho,TGHAR,Public,,22,"=HYPERLINK(""https://www.riorancho.toniguy.edu"",""LINK"")","1001 Golf Course Road #104 & #105, Rio Rancho, NM 87124",
1892,AZ,Universal Technical Institute Of Arizona Inc-Motorcycle Mechanics Institute Division,UTIAIMID,Public,,840,"=HYPERLINK(""https://www.uti.edu/"",""LINK"")","2844 W Deer Valley Rd, Phoenix, AZ 85027",
1893,CA,California Baptist University,CBU,Private,,11045,"=HYPERLINK(""https://www.calbaptist.edu"",""LINK"")","8432 Magnolia Ave, Riverside, CA 92504",
1894,NM,Glitz School Of Cosmetology,GSC,Public,,156,"=HYPERLINK(""https://www.glitzlascruces.com"",""LINK"")","2460 Missouri Avenue, Las Cruces, NM 88001",
1895,NY,Bnos Zion Of Bobov Seminary,BZBS,Private,,142,"=HYPERLINK(""https://www.bnoszionbobov.com"",""LINK"")","5000 14Th Avenue, Brooklyn, NY 11219",
1896,NH,Granite State College,GSC,Community,,2005,"=HYPERLINK(""https://www.granite.edu"",""LINK"")","25 Hall Street, Concord, NH 3301",
1897,NY,Anousheh School Of Hair,ASH,Public,,21,"=HYPERLINK(""https://www.anoushehschoolofhair.com"",""LINK"")","1152 Vestal Avenue, Binghamton, NY 13903",
1898,NY,University At Buffalo,UB,Community,,31923,"=HYPERLINK(""https://www.buffalo.edu"",""LINK"")","12 Capen Hall, Buffalo, NY 14260",
1899,PR,Center For Advanced Studies On Puerto Rico And The Caribbean,CFASOPRC,Private,,416,"=HYPERLINK(""https://www.ceaprc.edu"",""LINK"")","Calle Del Cristo #52, San Juan, PR 901",
1900,TN,The University Of Tennessee System Office,UTSO,Community,,N/A,"=HYPERLINK(""https://www.tennessee.edu"",""LINK"")","1331 Circle Park Drive, Knoxville, TN 37996",
1901,IA,Iowa Lakes Community College,ILCC,Community,,2035,"=HYPERLINK(""https://www.iowalakes.edu"",""LINK"")","19 S 7Th St, Estherville, IA 51334",
1902,MI,Career Quest Learning Center-Bay City Branch,CQLCCB,Public,,62,"=HYPERLINK(""https://www.careerquest.edu"",""LINK"")","3900 State Street Road Ste 200, Bay City, MI 48706",
1903,OH,Ross College-Sylvania,RC,Public,,563,"=HYPERLINK(""https://www.rosseducation.edu"",""LINK"")","5834 Monroe Street, Suite F-J, Sylvania, OH 43560",
1904,CO,Colorado State University-Global Campus,CSUC,Community,,12670,"=HYPERLINK(""https://www.csuglobal.edu"",""LINK"")","585 Salida Way, Aurora, CO 80011",
1905,SD,National American University-Ellsworth Afb Extension,NAUAE,Public,,199,"=HYPERLINK(""https://www.national.edu/locations/campuses/ellsworth-afb/"",""LINK"")","1000 Ellsworth Street, Suite 2400-B, Ellsworth Air Force Base, SD 57706",
